samp_ID,yield,maturity,height,lodging,protein,oil,size
DS11.12069_10,3804.076383,918.5617009,78.60353442,1.440324488,30.99073403,21.00111532,15.93956862
DS11.12070_10,3878.754658,920.8195001,93.75970242,1.985421887,33.09642669,20.16425535,15.58516086
DS11.12071_10,4040.956287,921.9483997,96.93430518,1.896061658,33.48079916,19.52325623,13.70679975
DS11.12072_10,4095.59479,925.1298441,87.10327728,1.878189612,32.14385144,20.6450047,15.3902366
DS11.12073_10,4101.792181,919.2800915,84.74792685,1.574364832,33.43066362,19.82595026,16.50662103
DS11.12074_10,3630.451768,914.5592386,87.82012307,1.833509497,33.31368069,19.43422857,14.78774341
DS11.12075_10,4227.906348,922.4615359,90.99472583,1.851381543,30.77348002,20.44914385,14.38017449
DS11.12076_10,4038.62541,924.1035717,99.80168831,2.05691007,32.14385144,20.46694938,16.2585356
DS11.12077_10,3792.005829,916.9196651,80.85647831,1.529684717,30.80690372,20.48475492,15.9750094
DS11.12078_10,3758.577373,921.9483997,98.57280983,1.815637451,32.37781729,19.82595026,16.36485793
DS11.12080_10,4119.040673,924.206199,88.22974923,1.833509497,32.69534237,19.14934007,15.3902366
DS11.12081_10,3970.687196,921.9483997,83.51904837,1.53862074,32.41124098,20.3601162,14.3624541
DS11.12083_10,3877.86344,921.1273818,91.09713237,1.967549841,32.16056328,19.95058898,14.61053953
DS11.12084_10,4007.295679,921.003876,87.41049691,1.654789038,32.3109699,20.41353279,14.57509875
DS11.12085_10,4131.654831,921.4352635,90.07306696,1.672661084,32.64520683,20.57378257,16.18765405
DS11.12086_10,3612.934745,917.4585885,88.12734269,1.413516419,31.67591974,20.46694938,14.89406574
DS11.12104_10,3843.410398,917.6323939,85.64450935,1.752194205,32.84327139,20.64421078,15.9023266
DS11.12105_10,3897.403992,920.6960601,87.90427626,2.079337431,32.91857677,19.70400569,16.4787402
DS11.12106_10,3881.437524,922.1165143,99.36596142,2.242546591,33.8473431,19.89757733,16.03956794
DS11.12107_10,3929.543018,913.8875601,86.80355617,1.773955426,32.79306781,19.81461806,14.83184421
DS11.12108_10,4400.045656,923.9243651,95.760038,1.665874226,32.39143913,20.17410824,16.3963954
DS11.12110_10,3930.837596,915.6954109,87.83382,1.697791152,32.74286422,20.36767987,14.31032715
DS11.12111_10,3969.209944,922.8913075,96.66151885,2.133740484,32.74286422,19.73165879,16.53363673
DS11.12112_10,4113.943816,919.7921347,90.22236988,1.665874226,32.69266064,19.81461806,14.99653381
DS11.12113_10,4122.315423,918.2425483,83.65443794,1.589709951,33.32020545,19.75931188,15.79253354
DS11.12114_10,3891.017405,922.6330431,103.8733657,2.155501706,34.02305564,19.62104642,17.11005033
DS11.12115_10,3985.003801,922.7621753,93.31316139,2.405755751,33.24490007,19.95288351,16.2317058
DS11.12116_10,3713.74646,922.8913075,105.4187614,2.514561857,33.52101979,19.3998217,16.83556766
DS11.12118_10,3987.075127,921.8582499,92.02533159,1.720277279,33.19469649,19.95288351,15.95722314
DS11.12119_10,4149.966578,919.9567736,87.83382,1.697791152,32.44164271,20.31237369,15.29846474
DS11.12121_10,4209.517187,920.3441702,95.43201578,1.773955426,32.86837319,19.73165879,16.4787402
DS11.12122_10,3964.755552,918.2780549,96.71984558,1.915403365,32.91857677,20.67186387,15.49060261
DS11.12123_10,3979.341136,920.7315668,89.63678171,1.480178938,33.59632517,19.64869951,15.62784394
DS11.12125_10,3858.945339,919.5693769,102.9014286,1.82835848,32.26593016,20.39533296,16.69832633
DS11.12126_10,3928.38757,924.4408939,90.47993584,1.970531324,33.64652876,19.73165879,17.96094659
DS11.12127_10,4062.246983,925.8613481,98.8508295,1.916128271,32.4667445,20.45063915,16.7257746
DS11.12129_10,4354.078449,921.3772278,95.9471477,1.752194205,32.59225347,19.95288351,16.25915407
DS11.12130_10,4083.68416,919.1819803,101.3560328,1.752194205,33.11939111,19.92523042,14.47501675
DS11.12132_10,3916.856149,920.215038,79.33414336,1.480178938,32.74286422,20.42298605,17.02770553
DS11.12136_10,4154.540755,920.0859058,90.66704555,1.588985045,32.76796602,19.89757733,15.10632688
DS11.12140_10,4052.753407,921.3417211,102.3279699,2.286069033,33.59632517,19.28920933,18.53736018
DS11.12142_10,4106.521566,920.8251923,99.10839546,1.480903844,34.70080404,19.04033152,16.4787402
DS11.12143_10,4059.312605,923.0204397,93.69951033,1.752919111,33.42061262,19.84227115,16.7257746
DS11.12146_10,4078.678457,920.4733024,94.14418599,1.719552373,32.59225347,20.25706751,16.6434298
DS11.12148_10,3865.159316,920.0859058,99.93942006,2.16565741,32.94367856,20.00818969,16.94536073
DS11.12149_10,3600.892699,915.5662787,96.97741153,2.00244825,33.62142696,19.75931188,15.68274047
DS11.12150_10,3836.67859,916.3410719,82.03858593,1.643388098,32.61735526,20.36767987,16.67087806
DS11.12151_10,4027.672065,917.3741295,91.82609236,1.480178938,32.86837319,20.31237369,18.01584312
DS11.12153_10,3641.681593,919.5338703,92.54046351,1.644113004,33.77203772,19.81461806,16.2317058
DS11.12157_10,3929.941064,919.7921347,98.07813162,1.774680332,34.19876819,19.73165879,17.19239513
DS11.12158_10,4022.148531,922.152021,94.53053493,1.643388098,33.69673234,19.84227115,16.58853326
DS11.12159_10,3940.383997,920.5669279,85.19983369,1.535306898,33.44571441,19.84227115,17.60411912
DS11.12160_10,4020.681342,922.0228888,96.84862855,2.045970693,33.39551083,20.06349587,17.11005033
DS11.12161_10,3802.986069,921.3417211,91.3814167,1.535306898,32.79306781,20.09114897,16.0670162
DS11.12162_10,3462.113888,912.9836347,85.51572637,1.458417717,33.39551083,20.14645515,15.35336127
DS11.12164_10,3854.078766,923.4078363,91.12385074,1.372097738,33.67163055,19.31686242,15.38080954
DS11.12165_10,3853.129408,918.8882093,95.24490608,1.861725218,33.39551083,19.75931188,17.41198126
DS11.12166_10,3815.068801,921.7291177,88.29062519,2.079337431,33.52101979,19.3998217,17.65901566
DS11.12167_10,4041.188506,919.1464737,91.51019968,1.807322164,33.24490007,20.39533296,15.35336127
DS11.12168_10,3748.958995,916.1764331,90.60871882,1.752919111,33.32020545,20.36767987,17.71391219
DS11.12169_10,4050.02512,918.6654515,84.48546254,1.915403365,33.92264847,19.3998217,15.62784394
DS11.12170_10,3776.145142,917.0803585,88.67697413,1.535306898,32.79306781,20.47829224,16.58853326
DS11.12171_10,3561.245117,920.1795313,85.71496561,1.644113004,32.94367856,20.00818969,17.74136046
DS11.12172_10,3837.627947,917.1158651,86.80355617,1.567223824,32.36633733,20.72717005,14.61225808
DS11.12173_10,3949.100825,922.6330431,92.02533159,2.155501706,34.04815744,19.0956377,17.24729166
DS11.12174_10,3939.209204,919.4402447,84.35667956,1.534581992,32.74286422,19.81461806,16.61598153
DS11.12175_10,3921.569456,920.5669279,92.66924649,1.807322164,31.83919969,20.42298605,15.9023266
DS11.12176_10,3679.344154,919.8276414,98.26524133,1.969806418,32.94367856,20.31237369,15.05143034
DS11.12177_10,3948.443864,918.7945837,95.56079876,1.458417717,33.77203772,19.45512788,15.02398208
DS11.12178_10,3806.81698,916.5993363,95.3032328,1.752194205,32.44164271,20.53359842,15.32591301
DS11.12180_10,4082.216971,920.9898312,98.00767537,1.871880922,32.91857677,19.64869951,16.91791246
DS11.12181_10,3981.326156,918.2780549,77.27361569,1.567223824,33.01898394,19.84227115,15.35336127
DS11.12183_10,3739.896945,919.6630025,90.22236988,1.535306898,32.94367856,20.69951696,15.68274047
DS11.12184_10,3788.918316,919.2756059,90.22236988,1.372097738,32.84327139,20.22941442,16.94536073
DS11.12185_10,4133.96663,921.5999855,100.1386593,2.209904759,33.37040904,18.95737224,16.0670162
DS11.12187_10,3589.812149,923.5369685,103.2294508,2.296949644,34.24897178,19.23390315,16.17680927
DS11.12188_10,3999.881781,920.7315668,84.87181148,1.51282077,33.57122338,19.75931188,16.75322286
DS11.12189_10,3685.817046,921.2480956,89.37921575,1.719552373,32.26593016,21.00370096,15.62784394
DS11.12191_10,3815.792724,916.7284685,85.90207531,1.404014664,33.01898394,20.17410824,14.33777541
DS11.12192_10,4048.989458,922.152021,97.75010941,1.773955426,32.44164271,20.83778242,15.87487834
DS11.12193_10,3938.830502,922.2456465,97.43421673,1.937889492,33.06918753,20.22941442,15.9023266
DS11.12194_10,4154.76619,921.3417211,93.18437841,1.916128271,33.24490007,19.73165879,16.61598153
DS11.12196_10,3989.525153,918.4071871,82.55371785,1.480178938,32.84327139,19.70400569,16.6434298
DS11.12197_10,4062.678509,924.4408939,101.1689231,1.644113004,31.66348714,20.75482314,16.94536073
DS11.12201_10,4069.702713,920.4733024,95.17444982,1.861000312,32.96878036,19.28920933,15.71018874
DS11.12204_10,3663.981823,920.7315668,97.10619451,1.861000312,33.59632517,20.2847206,18.50991192
DS11.13003_11,3961.996269,925.068943,95.13910379,1.555198472,32.68745053,20.38839256,17.05690062
DS11.13005_11,3954.0052,926.6629196,94.64290979,1.80793887,34.31980454,18.87695833,17.05690062
DS11.13008_11,3779.979946,926.4413123,104.2663129,1.702392069,34.11934001,19.28504557,17.01174178
DS11.13009_11,3867.452653,924.7258507,88.52187715,1.731830789,33.30316301,19.46641768,15.82255895
DS11.13010_11,3823.199885,921.4092914,97.99135665,1.682766256,32.41539153,20.05587703,17.61385967
DS11.13012_11,3730.404134,930.5584203,96.8504555,1.771082415,32.58721827,19.57221808,16.39457094
DS11.13013_11,3840.837434,929.186051,95.36728402,1.555198472,33.53226533,18.96764438,16.03330021
DS11.13014_11,3840.757985,923.9253019,91.83049047,1.751456602,33.15997406,19.95007663,16.81605347
DS11.13016_11,3620.262873,927.8251094,91.68090127,2.13435719,33.57522201,19.08855912,15.34086464
DS11.13017_11,3600.505972,928.156774,111.5680803,1.947714732,33.84728101,19.16413083,15.59676474
DS11.13018_11,3949.92011,924.4971224,92.8573015,1.633701724,33.14565517,19.55710373,15.11507043
DS11.13019_11,3723.651019,926.6700406,100.0449787,1.623888817,33.70409206,19.79893321,15.49139411
DS11.13020_11,4002.753307,928.156774,97.30681596,1.486508126,34.1622967,19.42107465,16.93647704
DS11.13021_11,3715.706177,930.9015127,88.75005738,1.486508126,34.49163128,18.34795634,14.96454096
DS11.13022_11,3690.17011,929.6329602,101.5971907,2.351969403,33.84728101,19.23970254,16.19888263
DS11.13023_11,3968.908282,929.186051,92.8573015,1.584637191,33.07406069,19.45130334,17.05690062
DS11.13024_11,3696.082418,931.0158768,112.0244407,1.849585667,32.97382843,19.55710373,15.20538811
DS11.13026_11,3988.134799,927.4705893,101.0717897,1.702392069,33.3318008,19.17924517,15.88277074
DS11.13027_11,3935.38105,925.4120353,97.87726654,1.555198472,32.7733639,20.13144874,17.4633302
DS11.13028_11,3854.740907,929.3004151,94.34047299,1.457069406,32.17197032,19.16413083,15.56665885
DS11.13029_11,3707.364093,930.6727845,95.82364447,1.535572659,33.77568654,19.04321609,15.85266484
DS11.13030_11,3849.100069,927.9280458,99.9308886,1.751456602,33.00246622,19.01298741,16.24404147
DS11.13031_11,3716.977352,922.5529325,90.80367944,1.653327537,33.3318008,19.48153202,17.13216536
DS11.13032_11,3778.708772,927.2418611,109.0580978,2.212663208,32.93087175,18.92230135,15.67202948
DS11.13033_11,3820.41919,929.7578716,109.0580978,1.986966358,33.30316301,19.1187878,16.21393558
DS11.13035_11,3866.181479,929.186051,107.5749263,1.967340545,33.6038598,18.71070056,18.03534219
DS11.13037_11,3570.951161,927.6993176,95.70955436,1.486508126,33.84728101,19.37573162,16.40962389
DS11.13038_11,3770.843378,927.4705893,98.21953688,1.535572659,32.98814733,19.58733242,15.13012338
DS11.13040_11,3841.393573,931.3589691,105.4072141,1.928088919,33.24588743,19.28504557,14.9795939
DS11.13041_11,3724.6044,927.2418611,109.286278,1.604263004,34.1622967,19.28504557,17.07195357
DS11.13043_11,3755.157948,929.3746958,90.90820339,1.372714443,32.93087175,19.85939058,16.87626526
DS11.13044_11,4150.368466,925.5263994,99.36043802,1.604263004,33.31748191,20.08610571,16.86121231
DS11.13045_11,3810.726484,923.1247531,101.5281502,1.486508126,32.87359617,19.7233615,16.13867084
DS11.13047_11,3891.07824,925.9838559,99.81679848,1.555198472,33.46987269,19.88301084,17.31897119
DS11.13048_11,3658.34442,924.3827583,101.7563304,2.114534143,32.95950954,19.43618899,15.06991159
DS11.13050_11,3801.267882,930.7928236,109.9656121,2.033895321,33.497511,18.91786816,17.48124237
DS11.13051_11,3594.6826,927.6668463,98.63258973,1.722181287,33.69805316,19.57667282,14.46877643
DS11.13052_11,3855.352166,925.8667162,101.047824,1.541715268,34.13256117,19.54106176,15.79780552
DS11.13053_11,3935.03506,928.7402789,96.31024909,1.582730272,33.04629115,19.95058898,16.52434142
DS11.13054_11,3626.953531,924.5953651,79.58939646,1.37765525,33.01286745,19.82595026,15.60288125
DS11.13055_11,3603.284185,929.9718057,99.84020686,2.033895321,32.84574899,19.39861751,15.79780552
DS11.13056_11,3749.942346,929.7145005,89.80769529,1.828820299,32.61178314,19.66570048,16.5597822
DS11.13057_11,3775.28433,924.2230643,99.00416423,1.951865312,33.21340961,19.64789494,16.41801909
DS11.13058_11,3739.613082,924.3161395,87.39246102,1.394061252,33.11313853,19.71911707,14.30929293
DS11.13060_11,3840.596074,929.6214253,109.4082503,2.066707325,33.09642669,19.50545069,15.93956862
DS11.13061_11,3805.316392,931.482929,89.90058891,1.459685259,34.03229009,18.52614647,15.07126961
DS11.13062_11,3687.517663,926.549944,99.65441961,1.541715268,33.61449393,19.66570048,17.32175888
DS11.13063_11,3832.833087,929.2491245,103.6488455,1.664760281,33.69805316,19.20275666,16.64838414
DS11.13064_11,3779.903628,929.0629741,103.8346328,2.074910326,32.8123253,19.52325623,16.06361134
DS11.13065_11,3872.161279,928.7837486,101.8838666,2.074910326,33.38052808,19.61228388,15.60288125
DS11.13066_11,3847.396707,929.5283501,97.98233435,1.558121269,33.9988664,18.95347922,16.91418995
DS11.13067_11,3822.118881,925.8053425,97.98233435,1.517106265,34.36652702,18.93567369,16.5597822
DS11.13068_11,3728.770563,926.8291696,95.84578096,1.459685259,33.280257,19.82595026,16.98507151
DS11.13070_11,4050.774143,926.0719707,96.49603634,1.599136274,32.76218976,19.84375579,16.36485793
DS11.13071_11,3856.057892,927.9460719,102.4412284,1.828820299,33.68134131,19.36300644,15.86868707
DS11.13072_11,3681.101971,927.01532,107.9219523,2.214361341,33.76490055,18.72200732,15.65604241
DS11.13073_11,3839.569563,925.2468914,94.73105745,2.009286318,32.44466467,20.0752277,15.37251621
DS11.13074_11,3701.888813,928.9698989,109.9656121,2.419436363,32.92930822,19.1671456,16.43573948
DS11.13076_11,3630.225534,929.4586695,107.4574842,2.271782347,34.73418764,18.77542391,15.6737628
DS11.13078_11,3883.901995,928.8429061,105.2280372,2.009286318,33.91530717,19.57667282,16.29397638
DS11.13080_11,3978.533452,928.8768238,90.36505704,1.623745277,33.26354515,19.14934007,14.92950651
DS11.13082_11,3666.281723,927.2945455,101.047824,2.435842365,33.59778208,18.95347922,16.73698608
DS11.13083_11,3948.187228,924.5325621,87.39246102,1.418670254,32.79561345,19.80814473,15.15987155
DS11.13084_11,3987.51542,931.482929,98.26101523,1.582730272,32.59507129,19.43422857,14.77002302
DS11.13085_11,3736.341079,928.2252974,96.77471722,2.48506037,34.70076395,18.95347922,15.44339776
DS11.13086_11,3809.479968,924.0369139,85.90616301,1.681166283,32.57835945,19.91497791,16.7015453
DS11.13087_11,3637.282795,923.571538,92.03714231,2.419436363,33.24683331,19.36300644,13.99032595
DS11.13088_11,3875.04834,925.2468914,105.7853989,1.828820299,32.79561345,20.27108854,16.1167725
DS11.13089_11,3941.643223,927.8529967,90.9224188,1.37765525,32.99615561,19.80814473,15.93956862
DS11.13090_11,3858.17507,929.4352749,97.70365347,2.050301323,34.65062841,18.41931328,16.98507151
DS11.13100_11,3712.312752,924.4764006,94.53053493,2.241821685,34.12682667,18.65189086,16.60440904
DS11.13103_11,3482.999753,928.7377632,98.13645835,1.893642144,32.92292102,19.60504913,16.08752606
DS11.13104_11,3911.76414,924.3472684,84.61424552,1.621626877,33.84591535,19.475073,16.97053448
DS11.13105_11,3466.860675,926.5425158,98.65159027,2.111254357,34.20708705,19.25844612,16.75516657
DS11.13106_11,3493.615297,926.4133836,93.24270513,1.937164586,34.24721724,18.86851774,15.24759122
DS11.13107_11,3727.933999,926.1551192,102.3862967,1.937164586,33.54493894,19.45341031,18.90884565
DS11.13109_11,3715.678656,926.9299124,85.12937743,1.730432984,33.14363705,20.03830289,15.50603271
DS11.13111_11,3486.106742,922.2811532,88.73530086,1.893642144,34.68864931,18.71687892,14.21382527
DS11.13112_11,3603.740771,924.8637972,95.56079876,1.697791152,32.56174932,20.21160439,15.41988555
DS11.13114_11,3654.919773,927.0590446,95.81836472,2.111254357,34.30741252,18.80352967,17.12129202
DS11.13115_11,3516.313573,927.4464412,99.93942006,1.773955426,34.50806346,18.9335058,17.50895425
DS11.13116_11,3722.583074,927.317309,101.4848158,1.719552373,34.24721724,19.06348193,16.56133546
DS11.13117_11,3439.674527,921.8937566,87.57625404,1.861000312,33.50480875,19.69169988,15.91523174
DS11.13118_11,3590.01824,929.899953,97.62132643,1.948045197,32.6420097,19.75668794,16.10906285
DS11.13119_11,3512.343532,928.0921022,95.04566684,1.915403365,33.74558988,19.77835063,16.17367322
DS11.13120_11,3598.044626,925.7677226,102.7726456,1.861000312,34.42780308,18.73854161,16.51826188
DS11.13121_11,3680.466122,928.8668954,99.93942006,1.893642144,34.50806346,18.91184311,18.49964663
DS11.13122_11,3632.825634,922.0228888,87.57625404,1.730432984,33.34428799,20.03830289,14.01999415
DS11.13123_11,3698.41761,927.1881768,96.46227962,1.806597258,33.88604554,19.75668794,17.12129202
DS11.13124_11,3407.568982,923.1850786,101.3560328,1.806597258,32.80253045,20.36324321,16.08752606
DS11.13125_11,3817.950354,924.734665,100.583335,2.133015578,33.6853946,19.38842225,15.87215815
DS11.13126_11,3441.228022,927.8338378,84.48546254,2.16565741,33.62519931,20.03830289,16.49672509
DS11.13127_11,3673.216482,926.025987,82.42493487,1.349611611,32.86272573,20.49321934,16.62594583
DS11.13128_11,3609.264306,921.1189634,101.4848158,2.187418632,34.04656629,19.62671182,14.79531862
DS11.13130_11,3701.265682,926.2842514,93.88662003,1.67602993,34.3876729,19.38842225,15.74293741
DS11.13131_11,3665.190096,923.9598718,99.16672218,1.643388098,33.86598044,20.31991783,17.29358634
DS11.13132_11,3705.667249,929.254292,104.5756073,2.1547768,33.22389743,19.80001332,15.63525346
DS11.13133_11,3527.705863,926.025987,102.5150796,2.024209472,33.94624082,19.58338644,16.51826188
DS11.13134_11,3652.589532,929.1251598,96.84862855,1.882761533,34.32747761,19.15013268,17.55202783
DS11.13135_11,3619.707239,925.8968548,98.90915622,1.969806418,33.94624082,19.475073,15.0752969
DS11.13137_11,3390.998377,926.025987,76.24335186,1.51282077,32.50155404,19.8433387,15.22605443
DS11.13138_11,3719.562391,928.3503666,101.9999477,1.861000312,33.52487384,19.32343418,16.62594583
DS11.13139_11,3782.478905,928.608631,108.1815307,2.426792066,33.62519931,18.9335058,17.12129202
DS11.13141_11,3864.037348,923.8307396,95.81836472,1.697791152,32.70220498,20.14661633,18.67194095
DS11.13144_11,3624.022501,924.9929294,97.62132643,2.16565741,33.36435309,19.25844612,16.99207127
DS11.13145_11,3726.192298,929.1937832,87.11904886,1.579132645,33.48474365,19.60504913,16.58287225
DS11.13146_11,3711.900906,930.0619002,92.44055561,1.786686111,32.61906329,20.19758525,16.27102323
DS11.13147_11,3751.979167,924.7453858,96.43168568,2.030866659,33.56500403,19.77835063,17.65971179
DS11.13148_11,3772.57088,928.1558238,96.13604641,2.21400207,32.01999177,19.97331482,15.50603271
DS11.13149_11,3845.775364,930.4100895,105.7443225,2.201793043,33.18376724,19.62671182,16.25982039
DS11.13155_11,3599.241554,931.1064681,112.3962059,2.030866659,33.76565497,19.69169988,15.93676853
DS11.13156_11,3683.403096,927.5627041,101.3097335,1.847731248,33.14363705,19.86500138,15.93676853
DS11.13157_11,3885.825301,925.7833452,94.2143912,1.847731248,34.08669648,19.38842225,17.87507969
DS11.13158_11,3813.282019,926.7541018,86.3799507,1.88435833,33.00318139,19.8433387,15.72140062
DS11.13159_11,3728.364818,928.8972233,90.96235929,1.969821522,33.10350686,19.58338644,15.82908457
DS11.13160_11,3943.349857,928.669143,84.75393475,1.786686111,33.62519931,20.0166402,18.0904476
DS11.13163_11,4039.129659,929.3420631,100.5706354,1.640177782,34.0265012,19.36675956,16.53979867
DS11.13165_11,3849.270288,929.9351827,109.144174,1.957612495,33.92617573,19.19345806,15.44142234
DS11.13166_11,3830.567723,925.9316251,99.83153721,1.786686111,34.0064361,18.82519236,12.9646914
DS11.13168_11,3648.737231,928.8972233,97.17078384,2.091911796,32.42129366,19.95165214,15.16144406
DS11.13170_11,3835.951795,929.0173323,93.3274734,1.847731248,33.46467856,19.19345806,16.32443076
DS11.13171_11,3767.375723,926.079905,91.55363782,1.395997234,32.52161913,20.47155665,15.0752969
DS11.13172_11,3779.938557,924.8936657,85.93649181,1.6035507,32.9630512,19.56172375,16.73362978
DS11.13173_11,3892.248404,925.6350653,93.03183414,1.725640974,32.42129366,19.75668794,15.78601099
DS11.13174_11,3534.160407,930.0619002,106.1877814,2.299465262,33.64526441,19.23678343,15.31220159
DS11.13175_11,4151.62842,930.0834626,103.9704869,2.226211098,33.6853946,19.23678343,17.14282881
DS11.13176_11,3513.001949,925.4867854,99.38807831,2.189584015,33.14363705,19.23678343,13.26620647
DS11.13177_11,3951.473193,927.859264,94.2143912,1.969821522,32.9630512,19.6483745,15.59217987
DS11.13178_11,3659.505374,927.1178644,97.31860347,1.847731248,33.08344177,19.15013268,13.33081685
DS11.13179_11,3793.540423,925.7833452,87.41468813,1.579132645,33.54493894,19.73502526,14.25689885
DS11.13181_11,3475.785734,929.7869028,105.3008636,2.238420125,33.52487384,19.36675956,16.17367322
DS11.13182_11,3948.167184,925.0419456,84.31047586,1.945403467,33.52487384,19.04181924,15.39834876
DS11.13183_11,3862.683238,922.5211871,96.57950531,1.786686111,33.54493894,19.54006106,15.97984211
DS11.13184_11,3566.748209,927.4144242,99.09243905,2.116329851,33.04331158,19.77835063,16.41057792
DS11.13185_11,3957.046179,925.6350653,90.96235929,1.908776385,33.28409271,19.3017715,16.28135718
DS11.13186_11,3901.788601,927.1022911,96.87514457,1.664595837,33.60513422,19.80001332,17.33665993
DS11.13187_11,3630.747511,927.859264,100.4228157,1.93319444,32.44135875,19.77835063,14.94607615
DS11.13188_11,3745.367149,926.5247447,95.69258752,1.627968755,34.28734742,19.54006106,15.20451764
DS11.13189_11,3668.195455,925.3385054,84.45829549,1.518087508,33.72552479,19.38842225,14.6014875
DS11.13190_11,3439.891923,923.8557063,100.2749961,2.970961769,33.96630592,19.19345806,14.6014875
DS11.14001_12,3482.286728,929.3004151,101.7563304,1.702392069,33.8902377,19.26993123,16.8913182
DS11.14002_12,3405.460109,929.5291433,108.3735571,2.183224488,34.59186354,18.49909977,15.46128821
DS11.14003_12,3477.758168,932.0242133,109.5144582,2.359856805,34.66345801,18.22704161,16.71068284
DS11.14004_12,3772.591243,931.4733332,100.3872491,1.771082415,34.73505249,18.57467148,18.11060693
DS11.14006_12,3374.79302,931.8164256,99.13225779,1.604263004,34.4343557,18.78627227,16.42467684
DS11.14009_12,3826.046813,929.186051,100.5013392,2.114534143,32.89804418,18.93539965,15.74670087
DS11.14010_12,3788.245122,928.5999026,105.7494844,1.967340545,32.83119679,19.46956559,16.33147367
DS11.14012_12,3613.535513,926.8987688,103.0113217,1.86921148,34.09070222,18.98275872,15.05485864
DS11.14013_12,3566.025359,932.3882461,110.0849088,2.006592171,35.20757602,17.9398691,16.16877674
DS11.14014_12,3841.870263,931.1302409,108.8299175,1.918276012,34.44867459,19.10367346,17.62891262
DS11.14015_12,3827.648996,929.6329602,99.24634791,1.653327537,33.94751328,18.87695833,17.14721831
DS11.14017_12,3575.638618,930.2891942,105.8635745,2.114534143,34.60618244,18.8316153,14.88927622
DS11.14018_12,3780.694982,926.5556764,97.76317642,2.350043899,33.71841096,18.75604359,17.29774778
DS11.14025_12,3693.222275,929.6435074,101.0717897,1.574824285,34.47731238,19.16413083,18.24608346
DS11.14027_12,3659.774491,926.3269482,105.5213042,1.653327537,33.54658422,19.08855912,15.16022927
DS11.14028_12,3708.714716,931.3589691,103.4676821,1.918276012,34.33412343,18.78627227,16.8913182
DS11.14033_12,3679.557147,926.8987688,98.56180722,1.682766256,33.48930864,19.05833044,16.12361789
DS11.14034_12,3791.023276,929.6435074,102.326781,1.771082415,32.81632059,19.54198939,16.62036515
DS11.14035_12,3706.331264,928.5376438,101.5281502,1.722017882,34.60618244,18.78627227,17.2074301
DS11.14036_12,3427.387872,925.3715976,104.2663129,2.09490833,32.81632059,19.93496229,16.379518
DS11.14037_12,3902.886647,931.3785523,95.59546425,1.898650199,34.90687923,17.77361134,15.32581169
DS11.14040_12,3573.334614,926.7844047,108.0312867,1.996779264,33.86159991,18.95253004,15.85266484
DS11.14041_12,3787.84534,930.5584203,99.9308886,1.780895321,33.71841096,18.78627227,16.54510042
DS11.14042_12,3737.872285,927.6959772,108.6017373,1.771082415,33.44635196,19.25481689,16.71068284
DS11.14043_12,3868.64438,928.4998663,97.99135665,1.653327537,33.63249759,19.58733242,15.86771779
DS11.14049_12,3530.114675,930.4440562,103.5817723,1.780895321,33.17429296,19.13390215,15.73224127
DS11.14051_12,3629.74299,925.068943,94.91092356,1.947714732,33.90455659,19.55710373,16.30425326
DS11.14052_12,3515.496166,930.4440562,107.6890164,2.183224488,34.52026907,19.10367346,15.65697653
DS11.14053_12,3696.638557,925.2976712,95.2531939,1.555198472,33.80432433,18.81650096,16.15372379
DS11.14054_12,3615.521723,927.8136817,100.3872491,2.143972862,33.99046996,18.55955714,17.14721831
DS11.14055_12,3461.312346,927.9280458,106.319935,2.526676216,33.97615106,18.95253004,17.49343609
DS11.14056_12,3526.301151,929.9865998,102.5549612,1.908463106,35.02143038,18.58978582,17.25258894
DS11.14057_12,3406.41349,926.3423964,100.2731589,1.947714732,34.73505249,19.55710373,17.02679473
DS11.14059_12,3756.542663,929.4147792,109.6285483,2.281353553,35.10734375,18.90718701,17.83965388
DS11.14060_12,3649.446197,931.1302409,100.7295194,1.584637191,35.37940275,18.99787307,16.39457094
DS11.14061_12,3501.911694,924.2230643,98.72548336,1.943662311,33.80432433,19.45130334,16.80100052
DS11.14063_12,3766.430675,925.6191921,93.15186581,1.845226301,33.80432433,19.2245882,15.11507043
DS11.14064_12,3686.106211,927.9460719,106.0640798,2.02569232,33.10269848,19.67801847,14.88927622
DS11.14065_12,3692.58606,926.9222448,101.4193985,1.804211296,34.9641548,18.75604359,16.07845905
DS11.14069_12,3497.805652,926.3637937,99.46863236,1.902647307,33.66113538,19.82916189,16.30425326
DS11.14070_12,3159.249586,926.9222448,99.74731324,2.501466372,34.24821007,18.48398543,13.68504044
DS11.14071_12,3637.154481,924.7815154,104.6706754,1.943662311,33.77568654,19.39084597,13.97104644
DS11.14072_12,3491.454117,925.060741,108.1077396,2.345609355,33.51794643,18.90718701,15.62687063
DS11.14073_12,3528.087718,928.5975982,103.8346328,2.673729391,33.48930864,19.34550294,14.9795939
DS11.14074_12,3802.422707,928.8768238,106.3427607,2.083113327,33.77568654,19.25481689,16.15372379
DS11.14075_12,3794.338935,924.1299891,90.64373792,1.640151278,33.73272985,19.30015991,14.88927622
DS11.14076_12,3542.330554,924.8745906,103.4630583,1.92725631,33.58954091,19.46641768,16.31930621
DS11.14077_12,3454.114789,926.7360944,100.5833559,1.869835303,33.97615106,19.30015991,15.03980569
